distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,transaction_amount,repeat_retailer,used_chip,used_pin_number,online_order,is_foreign_transaction,transactions_last_24h,Class
45.99,0.68,0.9,85.34,0,0,1,0,0,0,0
51.72,0.68,1.24,169.5,1,0,1,1,0,1,0
13.12,1.45,0.34,54.85,1,0,1,0,0,4,0
4.85,3.04,1.15,5.63,1,0,0,1,1,2,0
47.1,4.45,0.1,90.64,1,1,1,0,1,1,0
25.93,2.46,0.87,308.58,1,1,0,0,0,6,0
3.74,4.66,0.25,90.69,1,1,1,0,0,2,0
31.48,9.13,1.3,108.37,1,1,1,0,0,3,0
1.76,13.19,0.85,148.33,1,1,0,0,0,1,0
1.19,2.29,1.07,50.14,1,1,1,0,0,3,0
18.81,12.93,0.44,91.39,1,1,1,0,0,2,0
39.65,3.4,2.05,62.09,1,0,0,1,0,4,0
0.88,2.16,0.1,387.79,1,1,1,1,0,1,0
1.71,1.35,0.45,195.31,0,0,1,0,0,0,0
5.21,3.74,1.3,45.59,1,1,1,0,0,2,0
61.73,19.75,1.06,155.3,1,1,1,0,0,1,0
40.18,2.43,4.04,359.82,0,0,0,1,0,3,1
8.02,0.72,0.8,150.32,1,1,0,0,0,3,0
23.95,2.07,2.58,75.3,1,1,0,1,0,1,0
96.08,0.01,1.41,134.64,1,0,1,0,0,2,0
4.49,0.99,2.36,11.61,1,1,1,0,0,3,0
1.74,12.25,1.09,27.2,1,0,1,0,0,3,0
6.91,4.92,0.73,27.81,1,0,1,0,0,2,0
13.57,13.23,1.38,132.63,1,1,1,0,0,1,0
6.68,1.1,1.48,23.61,0,0,1,0,1,0,0
36.99,1.3,0.8,73.77,1,1,0,0,0,4,0
54.22,4.04,0.88,171.6,1,1,1,0,0,3,0
12.78,7.06,1.45,75.88,1,1,1,0,0,3,0
6.57,8.58,0.83,100.87,0,0,0,0,0,1,0
24.57,2.06,0.69,59.32,1,0,0,0,0,4,0
45.36,0.04,1.61,138.69,0,0,1,1,0,0,0
2.48,1.9,1.15,196.19,1,0,0,1,0,0,0
0.51,6.18,1.02,38.44,0,0,0,0,0,0,0
6.28,4.5,0.64,85.66,1,0,0,1,0,2,0
10.18,3.32,1.06,137.59,1,1,1,0,1,3,0
11.51,7.28,0.1,146.31,1,0,0,0,0,4,0
29.23,4.85,1.1,209.54,0,1,1,0,0,2,0
41.27,2.88,1.35,25.57,1,1,1,0,0,4,0
0.19,1.95,0.94,17.29,0,1,1,1,1,2,0
1.76,1.03,1.54,37.52,1,0,0,0,0,2,0
27.21,0.87,0.93,5.96,1,1,1,1,1,0,0
11.67,8.49,1.25,76.88,1,1,0,0,0,1,0
17.05,4.84,2.09,35.29,1,1,0,1,1,3,0
2.65,4.9,0.79,170.49,1,1,1,1,0,1,0
2.06,6.93,1.32,109.59,1,1,0,0,0,3,0
62.99,7.32,1.65,126.36,0,1,0,0,0,3,0
3.07,2.57,1.83,28.51,1,1,0,1,0,1,0
15.47,6.06,2.02,108.97,1,1,1,1,0,3,0
5.69,2.03,1.0,160.13,1,1,0,0,0,5,0
5.15,2.99,0.97,161.68,1,1,1,0,0,0,0
44.11,0.83,0.68,138.66,1,1,0,1,1,8,0
17.69,0.46,0.45,5.03,1,1,0,1,0,1,0
1.89,3.05,0.74,100.42,1,0,1,0,0,3,0
39.82,3.82,1.75,23.39,1,1,0,0,0,0,0
0.87,3.0,1.09,42.05,1,1,1,0,0,5,0
10.96,1.99,0.8,124.96,1,1,0,0,0,4,0
11.0,13.86,1.66,225.28,1,1,1,0,0,3,0
24.26,6.24,0.91,193.57,1,1,0,0,0,1,0
17.47,4.18,1.51,57.63,1,1,1,0,0,2,0
0.6,8.2,0.59,77.4,1,1,1,0,0,1,0
1.39,0.79,0.45,110.5,1,1,1,0,0,3,0
25.3,14.39,0.87,120.83,0,1,1,0,1,3,0
14.15,2.03,1.19,268.91,0,1,0,0,0,1,0
20.68,3.72,0.8,143.7,1,0,1,1,1,6,0
6.07,1.11,0.5,129.64,1,1,1,1,0,5,0
7.19,5.36,0.6,103.36,1,0,1,1,0,2,0
47.42,1.52,0.86,32.77,1,0,1,1,0,1,0
17.65,3.83,1.78,175.29,1,0,1,0,0,2,0
0.12,4.49,0.99,109.5,1,1,1,1,0,2,0
2.81,2.96,0.91,11.68,1,1,1,0,0,4,0
21.64,7.33,1.39,26.21,1,0,0,0,0,3,0
8.54,8.13,1.39,214.42,1,1,0,1,0,5,0
3.06,18.46,1.34,169.29,0,0,1,0,0,3,0
4.18,1.38,1.32,28.25,1,1,0,1,0,2,0
37.42,4.98,1.1,31.73,0,1,0,0,0,4,0
9.4,7.32,1.43,148.83,0,1,1,1,0,1,0
0.78,1.18,1.31,32.7,1,0,1,1,0,3,0
88.99,9.08,2.41,325.91,0,1,0,1,0,8,1
0.88,0.57,1.44,12.46,1,1,1,0,0,1,0
8.06,7.46,1.87,58.57,1,0,1,1,1,4,0
1.39,0.21,1.17,84.42,1,0,1,1,0,1,0
6.26,7.52,1.15,178.3,1,0,1,0,0,3,0
26.73,10.2,1.04,64.87,0,1,0,1,0,1,0
7.47,0.79,0.91,99.06,1,0,1,0,0,4,0
9.39,22.27,1.83,125.09,1,1,1,1,0,2,0
29.01,4.62,0.86,70.55,1,1,1,1,0,3,0
10.78,15.97,0.4,37.8,1,1,0,1,0,3,0
3.33,3.59,0.62,55.53,1,1,1,1,0,0,0
7.85,3.18,0.1,85.45,1,1,0,0,0,2,0
10.89,9.91,1.52,67.0,1,1,0,0,0,1,0
3.99,1.35,1.28,41.4,1,0,0,1,0,0,0
21.03,1.44,1.41,106.32,1,0,0,1,0,2,0
7.96,0.16,1.14,47.39,0,1,0,0,0,4,0
24.51,8.2,1.17,197.68,1,1,1,1,0,1,0
3.82,2.99,0.88,35.31,1,0,1,1,0,1,0
1.5,3.42,1.09,15.21,1,1,1,0,0,5,0
26.54,8.39,1.78,54.09,1,1,1,1,0,3,0
11.41,0.68,1.72,97.72,1,1,1,0,0,2,0
54.97,2.8,1.18,79.06,0,1,1,0,0,0,0
8.04,7.46,1.38,193.35,1,0,1,1,1,7,0
12.02,27.14,1.65,92.8,1,1,1,0,1,1,0
2.02,2.71,1.57,63.19,1,1,0,0,0,2,0
3.48,5.84,0.84,38.47,0,0,1,1,0,2,0
2.14,8.08,1.22,138.66,0,1,0,1,0,2,0
6.17,8.08,1.82,58.09,1,1,0,0,0,0,0
55.81,2.26,0.61,136.38,1,1,1,1,0,6,0
0.41,7.29,0.97,55.51,1,0,0,0,0,2,0
18.7,13.36,1.67,95.62,0,1,0,0,0,4,0
3.12,2.2,1.8,74.63,1,1,1,1,0,1,0
38.73,6.17,2.29,57.78,1,0,1,1,0,0,0
4.9,1.08,0.73,3.14,1,1,1,0,0,1,0
1.69,3.57,1.15,30.13,0,0,1,1,0,3,0
36.63,1.17,2.01,63.82,0,0,1,0,0,5,0
26.26,3.58,0.69,62.59,0,1,1,0,1,3,0
6.74,1.24,0.88,62.89,1,1,0,0,0,1,0
2.49,3.53,0.33,237.8,1,1,1,0,0,3,0
110.75,2.11,1.22,183.72,0,0,0,1,0,6,1
10.56,3.97,1.58,49.62,1,1,1,0,0,4,0
12.59,4.35,1.52,107.02,1,0,0,1,1,4,0
14.37,2.13,1.0,142.56,1,0,1,0,0,3,0
4.82,8.16,0.78,293.68,0,0,0,1,0,1,0
8.86,0.38,0.85,104.28,1,1,1,0,0,1,0
10.57,1.41,0.69,53.95,1,1,0,0,0,1,0
11.83,5.02,0.88,163.94,1,0,0,1,0,2,0
25.15,2.25,1.35,114.78,1,1,0,1,0,5,0
11.52,2.74,0.66,129.7,1,1,0,1,0,6,0
39.53,4.61,1.58,86.82,0,0,1,0,0,1,0
20.41,7.39,1.44,100.88,1,0,0,1,0,3,0
17.91,3.22,0.55,19.52,0,1,1,1,0,3,0
2.26,5.22,1.06,176.03,1,1,0,0,0,0,0
13.48,3.64,0.98,52.22,1,1,1,1,0,1,0
6.62,2.04,1.0,82.4,1,0,1,0,0,2,0
42.57,2.16,0.1,173.18,1,1,1,1,0,4,0
11.11,2.42,0.2,26.57,1,1,0,1,0,2,0
1.77,10.26,0.78,67.18,1,0,1,0,0,0,0
0.84,0.16,1.04,153.83,1,1,1,1,0,2,0
7.18,3.5,0.66,15.28,1,1,1,0,1,1,0
26.36,1.04,0.78,79.63,1,1,0,0,0,4,0
3.85,7.18,1.48,21.02,1,1,1,0,1,1,0
0.51,13.65,1.1,97.72,0,0,1,0,0,5,0
24.52,4.14,0.33,49.77,1,1,1,0,0,3,0
32.34,4.21,1.14,111.16,1,1,1,0,0,3,0
9.61,10.34,1.04,117.17,1,1,0,0,0,4,0
10.66,1.84,1.77,62.26,1,1,0,0,0,2,0
1.09,8.32,0.16,120.17,1,1,0,1,0,3,0
77.59,3.17,0.79,83.93,0,1,0,1,0,1,0
44.88,10.92,1.22,101.0,1,0,0,1,0,1,0
12.8,0.6,0.4,32.14,0,1,1,0,0,2,0
13.97,25.54,1.73,181.36,1,1,0,0,0,7,1
23.11,6.14,2.77,253.43,1,0,0,0,1,6,1
12.3,7.6,0.57,126.42,1,1,1,0,0,3,0
8.1,14.39,1.37,86.01,1,1,0,0,1,3,0
4.5,5.34,1.29,58.2,1,0,1,0,0,6,0
2.81,2.91,0.93,107.42,1,1,1,0,0,1,0
5.26,4.67,1.59,166.32,1,0,0,0,0,2,0
45.81,1.6,1.44,27.52,1,1,0,0,0,1,0
6.5,3.95,1.37,26.53,0,0,1,1,0,3,0
8.14,0.29,1.15,54.09,0,1,1,1,0,1,0
42.26,3.21,1.75,123.61,1,0,1,1,0,0,0
6.78,7.18,0.85,72.44,1,1,0,0,0,6,0
1.34,0.2,1.2,48.68,0,0,1,0,0,1,0
19.76,8.46,1.31,142.42,1,1,0,0,0,2,0
14.87,0.72,0.61,55.44,1,0,1,0,0,2,0
12.12,4.21,1.1,37.92,1,1,0,0,0,2,0
69.58,10.04,1.93,122.09,1,1,1,0,0,3,0
23.84,7.15,1.24,47.4,1,0,0,0,0,3,0
5.6,30.31,0.99,80.59,1,1,1,0,0,3,0
28.68,4.42,1.56,76.18,1,1,1,0,0,1,0
13.72,0.11,1.54,176.86,1,1,1,1,0,0,0
30.92,22.68,0.71,96.73,1,0,1,0,0,1,0
14.92,15.0,0.21,50.12,1,1,0,0,0,1,0
13.68,1.81,0.24,117.82,1,1,0,1,0,5,0
7.95,0.44,0.1,104.83,1,1,1,0,0,3,0
0.56,12.63,0.95,80.87,1,1,0,0,0,3,0
23.62,11.33,1.74,37.34,1,1,0,1,0,3,0
0.46,14.5,0.95,39.48,0,1,1,1,0,2,0
42.09,7.85,0.83,142.85,0,1,0,1,0,1,0
16.03,0.37,0.79,221.53,1,1,1,0,1,3,0
46.69,5.55,0.42,22.26,1,1,1,0,0,3,0
5.37,5.48,1.03,14.88,1,1,1,0,0,1,0
1.11,3.29,0.58,86.5,0,1,1,0,0,1,0
5.26,0.66,1.56,31.02,0,1,1,0,0,3,0
29.65,5.18,0.1,116.35,1,1,1,1,0,2,0
0.08,1.39,0.66,127.88,1,1,0,0,0,3,0
3.9,6.77,0.88,28.43,1,1,1,0,0,3,0
45.17,1.64,1.59,169.55,1,1,0,0,0,3,0
5.29,2.42,0.1,17.98,1,1,1,0,1,3,0
7.36,15.04,1.09,179.3,1,1,1,0,0,2,0
0.69,12.48,1.72,33.23,1,1,1,0,0,3,0
22.13,4.59,1.76,106.91,1,1,0,0,0,1,0
40.35,2.19,0.32,66.69,1,1,1,0,0,4,0
3.27,1.14,1.49,66.45,1,1,1,1,1,3,0
16.35,6.19,0.84,31.67,1,1,1,1,1,3,0
35.86,0.28,1.18,37.86,0,1,0,0,1,2,0
72.74,4.59,0.7,140.48,1,0,0,0,0,4,1
0.97,4.55,2.06,52.24,1,0,1,0,0,2,0
27.55,0.33,1.11,256.36,1,1,0,1,0,3,0
19.88,3.17,0.49,18.02,1,0,1,0,0,5,0
0.34,0.08,0.7,36.12,1,1,0,0,1,6,0
50.91,12.29,1.47,33.69,0,0,1,1,0,1,0
1.65,5.91,0.42,59.95,0,1,0,0,0,1,0
33.96,6.7,0.44,37.59,1,0,0,0,0,0,0
1.94,1.19,1.42,71.82,1,0,1,1,0,2,0
6.04,4.82,1.06,98.24,0,1,0,1,0,2,0
3.91,0.7,1.19,28.18,1,1,1,0,0,3,0
13.38,0.92,1.63,92.89,1,0,1,0,0,3,0
3.88,0.25,0.62,173.8,1,0,0,0,0,4,0
7.65,6.09,1.58,126.35,1,1,0,1,0,3,0
17.82,4.07,0.37,40.08,1,1,1,1,0,2,0
10.15,3.37,0.33,56.14,1,1,0,0,0,1,0
1.03,4.96,0.73,121.46,0,0,0,0,0,0,0
6.98,9.77,0.82,61.64,1,1,1,0,0,3,0
1.07,0.07,0.9,40.54,0,1,1,0,0,1,0
21.47,3.86,1.08,166.85,1,1,1,1,0,1,0
4.15,1.45,0.9,194.23,1,0,0,0,0,3,0
13.96,16.13,0.72,150.89,0,0,1,0,0,4,0
14.97,2.27,0.5,231.43,0,1,0,1,0,1,0
7.03,3.49,0.1,130.55,0,0,1,1,0,5,0
27.57,4.21,1.15,86.49,0,0,1,1,0,5,0
59.11,5.55,1.63,26.52,0,1,0,1,1,3,0
0.34,5.16,0.85,120.96,1,1,0,1,0,4,0
0.0,8.69,2.22,108.66,1,1,1,1,0,0,0
1.59,8.56,1.68,64.47,1,1,1,0,0,2,0
1.78,0.66,1.45,57.95,1,1,1,0,0,3,0
4.74,1.81,0.61,131.16,1,1,0,1,0,4,0
21.47,2.38,0.3,24.31,1,1,0,1,1,1,0
21.72,8.27,0.71,53.68,1,0,1,1,0,2,0
4.81,0.69,0.99,45.95,1,1,0,1,1,2,0
10.06,2.54,0.71,28.03,1,0,1,0,0,2,0
31.54,2.08,1.76,74.8,1,1,1,1,0,4,0
1.67,0.17,0.53,55.44,0,1,0,1,0,1,0
46.47,12.2,1.56,89.27,0,0,0,0,0,0,0
1.33,10.08,0.35,29.05,1,0,0,0,0,1,0
7.59,0.35,0.45,177.85,1,0,1,0,0,5,0
8.63,1.58,1.37,50.34,1,1,1,0,0,3,0
11.5,7.62,1.47,142.67,1,1,0,1,0,2,0
7.49,3.91,0.43,124.04,1,1,0,1,0,1,0
7.17,6.45,0.47,50.97,1,1,1,1,0,1,0
0.39,3.32,0.93,94.22,1,1,0,0,0,3,0
17.68,2.09,1.93,62.22,1,1,1,0,0,1,0
2.63,3.67,0.95,80.87,1,1,1,1,0,3,0
1.41,1.21,0.77,160.23,1,1,1,0,0,0,0
83.43,1.9,1.12,14.98,1,0,0,0,0,5,0
7.84,0.51,0.97,213.5,1,1,1,1,0,1,0
15.26,1.52,0.1,72.05,0,1,0,0,0,1,0
4.15,0.28,1.7,11.05,0,1,1,0,0,0,0
40.71,4.66,0.85,67.68,1,0,1,1,0,3,0
1.29,0.71,0.74,178.56,1,1,0,0,0,3,0
0.5,2.77,1.3,90.04,1,0,1,0,0,3,0
3.12,6.56,1.11,19.7,1,1,1,0,0,3,0
23.52,1.78,0.98,22.89,1,1,1,0,0,7,0
1.54,11.08,0.98,169.75,1,1,1,0,0,2,0
0.9,0.41,0.48,182.41,1,0,1,0,0,1,0
62.41,5.33,1.12,69.36,1,1,1,0,0,3,0
1.27,2.3,1.49,38.64,0,1,1,0,1,2,0
25.5,3.94,0.46,7.56,0,0,1,1,0,2,0
52.34,7.27,0.84,126.61,1,0,0,1,0,3,0
1.31,4.78,1.6,136.64,1,1,1,0,0,4,0
33.2,4.79,0.93,50.46,1,1,0,1,0,2,0
10.58,0.05,1.35,178.82,1,1,1,0,0,2,0
16.4,0.16,0.11,75.65,1,1,1,1,0,0,0
5.0,7.17,0.85,79.84,1,1,1,1,0,3,0
8.24,8.92,1.65,12.5,1,1,1,1,0,2,0
13.66,3.83,0.57,131.5,1,1,0,1,0,1,0
7.79,5.61,1.02,138.77,1,1,0,1,0,2,0
23.05,4.22,1.48,40.18,1,1,0,1,0,1,0
9.23,4.13,1.16,76.0,1,1,0,1,0,3,0
42.33,0.71,0.89,64.31,1,1,0,0,0,0,0
8.43,7.39,2.69,97.02,1,1,1,1,0,3,0
12.45,1.25,1.74,47.21,1,1,1,0,0,4,0
6.21,0.35,1.41,72.04,1,1,0,1,0,4,0
5.94,4.47,0.13,47.15,1,1,1,0,0,4,0
14.97,0.56,1.36,61.3,1,1,1,1,1,1,0
9.01,8.51,0.79,32.79,1,1,0,0,0,0,0
19.31,1.58,1.03,35.19,1,0,1,0,0,2,0
5.47,2.6,0.16,58.15,1,0,0,0,0,2,0
10.73,1.22,2.46,108.04,1,1,1,0,0,1,0
12.81,2.96,0.65,46.48,0,1,0,1,0,2,0
27.43,2.76,0.58,234.39,1,0,1,0,0,3,0
6.75,0.99,0.64,96.74,1,0,1,0,0,1,0
1.6,1.03,0.12,80.89,1,1,1,0,0,1,0
19.28,0.41,0.94,42.51,1,0,1,0,0,2,0
15.8,9.54,1.15,119.49,1,1,0,0,0,1,0
24.01,4.76,0.4,21.54,0,1,1,1,0,0,0
9.22,0.73,1.0,80.83,1,0,1,0,0,4,0
14.4,1.4,0.83,46.09,1,1,1,1,0,0,0
25.47,4.65,1.08,96.5,1,1,0,0,0,1,0
0.8,1.92,1.49,139.23,1,0,0,0,0,5,0
14.25,3.39,0.75,22.36,1,1,1,0,0,3,0
1.48,15.3,0.6,70.05,0,0,1,0,0,6,0
24.37,0.68,0.58,225.58,1,0,0,0,0,4,0
8.49,4.65,1.19,205.25,1,0,0,1,0,3,0
14.6,7.61,0.24,28.82,1,1,1,1,0,0,0
29.97,6.25,0.87,33.09,1,1,1,1,1,3,0
0.6,11.4,1.38,76.97,1,1,1,0,0,1,0
7.96,1.61,1.75,27.2,1,1,1,1,0,3,0
55.21,0.09,0.92,88.82,1,0,1,0,0,4,0
8.43,6.93,0.52,67.03,1,1,1,0,0,2,0
16.74,1.3,1.83,33.71,1,1,0,1,0,2,0
8.11,4.17,1.0,24.61,1,1,0,0,0,1,0
79.2,0.52,1.44,35.36,1,1,1,1,0,3,0
17.86,1.62,0.96,283.09,1,1,0,1,0,2,0
11.08,2.88,0.82,59.95,1,0,1,1,0,2,0
10.61,14.33,1.05,57.52,1,1,0,1,0,4,0
4.97,5.64,1.52,253.92,1,0,1,1,0,4,0
9.23,0.86,0.91,68.88,1,1,1,1,0,5,0
11.18,0.19,1.31,204.57,1,0,0,0,0,0,0
31.68,3.37,2.08,143.29,1,1,1,0,0,1,0
10.58,1.89,0.2,149.02,1,1,0,0,1,4,0
2.14,1.76,1.33,92.54,1,1,0,0,0,5,0
17.81,6.49,0.64,184.83,1,1,1,1,0,4,0
13.58,2.38,0.69,63.44,0,1,0,0,0,0,0
4.82,3.17,0.8,110.62,1,0,0,0,0,1,0
7.52,2.73,0.83,48.34,1,1,1,0,0,1,0
2.74,6.07,0.85,117.79,1,1,1,1,0,1,0
9.57,10.11,1.4,197.07,1,1,0,0,0,2,0
18.19,3.44,1.13,97.37,1,1,0,1,0,3,0
30.1,3.34,0.46,52.83,1,1,1,0,0,1,0
27.1,9.1,1.47,198.71,1,1,1,1,1,1,0
0.81,10.5,0.86,149.48,0,1,1,1,0,1,0
1.23,0.11,0.32,88.75,1,0,0,0,0,2,0
1.31,3.22,1.04,141.7,1,1,1,0,0,2,0
29.67,1.18,0.18,8.93,0,1,1,0,0,2,0
13.63,2.8,1.56,75.34,1,1,1,0,0,2,0
2.73,2.88,1.17,97.02,1,0,0,0,0,4,0
1.67,1.16,0.94,104.73,1,0,1,0,0,2,0
8.48,6.09,1.53,183.89,1,1,0,0,0,2,0
6.31,3.01,1.11,367.74,1,1,0,0,0,5,0
2.93,2.13,0.51,39.22,1,1,0,1,0,0,0
6.59,2.4,0.67,308.35,0,1,0,0,0,2,0
47.13,4.08,0.67,102.63,1,1,1,0,0,3,0
13.31,2.06,0.94,31.66,1,0,0,0,1,1,0
44.95,1.23,0.99,66.92,0,1,1,1,0,1,0
2.17,3.8,1.1,21.69,1,1,0,0,0,3,0
2.27,2.69,1.24,207.49,1,1,0,0,0,0,0
0.56,0.22,0.32,87.24,0,0,0,1,0,2,0
18.8,1.79,0.97,34.64,1,0,1,0,0,3,0
3.16,2.77,1.43,167.82,1,1,1,0,0,2,0
4.73,0.6,0.1,106.32,1,0,1,1,0,1,0
5.35,3.9,0.77,64.85,1,0,1,1,0,5,0
19.8,0.71,1.39,13.99,0,1,0,1,0,2,0
5.82,0.52,0.77,48.91,1,0,1,0,0,5,0
13.63,7.87,0.63,201.62,1,0,0,1,1,0,0
34.03,2.31,0.7,49.2,1,1,0,0,0,3,0
12.8,0.1,0.68,381.18,1,1,0,0,0,0,0
21.0,1.45,0.1,62.34,0,1,0,1,0,2,0
2.31,5.46,0.86,63.96,1,0,0,0,0,0,0
4.27,6.23,1.31,5.17,1,0,1,0,0,2,0
7.7,1.23,1.79,17.71,1,1,0,1,0,5,0
18.87,2.62,0.9,34.87,1,1,1,0,0,0,0
19.56,1.76,0.95,24.76,1,1,1,1,0,10,0
1.04,9.93,1.65,59.43,0,0,1,1,0,2,0
22.7,0.26,0.75,95.6,1,1,0,0,0,3,0
11.97,1.31,0.1,102.29,1,1,1,0,0,0,0
24.74,1.48,0.91,167.62,1,0,1,1,0,1,0
7.75,3.12,1.68,34.29,1,1,1,1,0,3,0
6.88,3.94,1.6,140.36,1,1,1,0,0,0,0
5.66,0.66,0.89,70.03,1,1,1,0,0,2,0
1.03,1.06,1.49,127.25,1,0,0,0,1,2,0
10.21,5.45,1.01,72.22,1,1,1,0,0,2,0
9.11,4.25,0.86,210.43,1,0,1,0,0,3,0
42.78,10.4,3.07,239.18,1,1,0,1,1,5,1
2.21,0.25,1.2,37.17,0,0,0,0,0,1,0
2.28,22.65,0.86,132.57,1,0,0,0,1,3,0
17.79,6.9,0.39,173.89,1,0,1,1,0,2,0
0.74,2.08,1.64,16.35,1,0,0,0,0,2,0
17.62,2.67,1.55,55.02,1,0,1,1,0,0,0
13.71,0.05,1.53,153.82,1,1,0,0,0,3,0
21.33,5.9,0.47,81.88,0,1,1,0,0,3,0
14.66,0.17,0.24,43.85,0,0,0,0,1,1,0
1.55,0.49,1.59,38.92,1,0,0,0,0,2,0
6.4,1.34,0.51,120.97,1,1,0,0,0,3,0
3.96,4.59,0.73,85.66,1,1,1,1,0,6,0
34.9,1.95,1.42,91.04,1,1,1,1,0,4,0
30.68,5.52,0.66,254.48,1,1,0,0,0,2,0
34.64,6.8,0.51,149.06,1,0,1,1,0,0,0
11.51,5.79,0.81,85.67,1,1,0,1,1,2,0
21.17,18.66,1.36,173.74,1,0,1,1,0,2,0
21.82,9.36,1.21,124.24,1,1,1,0,0,2,0
19.44,3.92,0.66,44.31,1,1,1,0,0,2,0
18.58,5.59,1.05,69.31,1,0,0,0,0,2,0
29.32,6.71,0.51,175.7,1,1,1,0,0,5,0
12.97,6.08,0.32,159.12,1,1,1,0,0,5,0
8.21,6.33,1.13,32.75,1,1,0,0,1,3,0
4.38,4.78,0.1,145.62,1,1,0,0,0,3,0
9.0,1.06,0.1,74.61,1,1,1,0,0,4,0
0.84,4.0,1.34,128.73,1,1,0,0,0,1,0
13.22,5.81,0.1,183.18,1,1,0,0,0,0,0
25.65,0.19,1.12,26.34,1,1,1,0,0,1,0
5.5,0.55,0.96,36.88,1,1,1,0,0,5,0
13.42,10.48,1.46,93.93,1,0,1,0,0,5,0
20.03,13.71,1.5,153.58,0,0,0,1,0,5,0
6.68,15.89,1.06,115.54,1,0,1,0,0,2,0
9.77,2.08,1.12,67.04,1,1,1,1,0,3,0
17.9,8.85,1.82,152.12,1,0,1,1,0,5,0
11.16,0.73,0.75,83.46,1,1,0,0,0,3,0
2.79,5.67,1.18,115.73,0,1,1,0,0,4,0
0.47,0.36,0.63,66.23,1,1,0,0,0,0,0
0.69,4.88,1.11,27.99,0,1,0,1,0,1,0
0.59,10.67,1.71,68.77,1,1,0,0,0,2,0
9.35,7.19,1.86,45.59,1,0,1,0,0,3,0
36.06,3.75,0.59,113.78,1,1,0,0,0,2,0
7.68,4.82,1.09,149.01,1,1,1,0,0,1,0
16.74,9.44,0.74,130.49,0,0,0,0,1,1,0
8.75,2.58,1.16,97.2,1,0,0,0,0,4,0
31.39,3.81,0.23,62.51,1,1,1,0,0,2,0
0.45,8.33,0.26,45.75,1,0,0,0,0,2,0
23.76,3.48,0.86,82.52,1,1,1,0,0,2,0
3.42,8.13,0.75,30.49,0,1,1,0,0,1,0
15.57,2.83,1.65,81.3,1,1,1,0,0,2,0
11.87,7.21,0.2,59.38,1,1,1,0,0,2,0
10.97,10.17,0.1,73.38,1,0,1,0,0,2,0
11.41,3.66,0.84,48.86,1,0,1,0,0,1,0
13.26,1.2,0.1,10.85,1,0,0,1,0,3,0
6.38,3.41,0.64,35.51,1,0,0,0,0,1,0
35.54,1.49,1.03,63.82,1,0,0,1,0,2,0
40.09,3.99,1.2,62.68,1,1,1,1,0,1,0
37.38,3.61,0.69,21.09,1,1,1,0,0,1,0
2.26,0.93,0.1,162.56,1,1,1,0,0,0,0
22.12,1.48,0.75,123.77,0,1,1,1,0,4,0
2.53,6.07,1.33,61.17,1,1,1,1,0,0,0
14.82,14.32,1.08,221.4,1,0,0,0,0,4,0
1.4,4.52,0.25,119.07,1,0,0,0,0,4,0
21.46,4.71,1.17,43.19,1,1,1,0,0,1,0
5.41,4.74,0.36,11.51,0,1,0,0,0,0,0
2.92,0.68,0.53,65.93,1,1,1,0,0,1,0
13.51,2.93,1.34,81.36,1,0,0,1,0,5,0
26.95,1.33,1.06,56.94,1,1,0,1,0,5,0
4.07,0.77,1.46,32.81,1,1,1,1,0,3,0
2.83,0.53,0.86,10.98,0,0,1,1,0,3,0
11.42,1.11,0.31,26.23,1,1,0,1,0,0,0
2.68,1.73,0.87,144.52,1,0,1,0,1,1,0
8.53,2.47,1.24,219.79,1,0,0,1,0,3,0
13.78,2.39,0.99,36.07,1,1,1,0,0,1,0
33.91,2.21,2.26,86.64,1,0,1,0,0,2,0
9.85,0.45,1.18,17.74,0,1,0,0,0,2,0
41.97,2.36,1.46,138.1,0,0,1,0,0,4,0
10.13,0.16,0.96,35.67,1,0,1,1,0,1,0
3.7,8.47,0.65,17.84,1,0,0,1,0,3,0
25.38,2.61,1.26,60.81,0,1,1,0,0,3,0
16.5,7.8,1.17,267.93,1,1,1,0,0,1,0
26.1,4.65,1.71,93.27,1,1,1,0,0,3,0
48.2,6.52,1.04,166.62,1,0,0,0,0,2,0
30.1,0.06,1.25,84.28,1,0,0,0,0,0,0
15.12,5.23,0.55,42.9,1,1,1,1,0,1,0
41.52,0.07,0.77,32.07,0,0,1,1,0,2,0
39.97,3.19,1.0,98.34,0,1,1,0,0,1,0
0.11,13.55,1.08,139.77,1,0,1,1,0,1,0
15.56,1.77,1.09,135.62,1,0,1,0,0,0,0
10.16,8.3,1.22,143.43,1,1,1,0,0,4,0
19.58,5.15,0.83,134.99,1,0,1,0,1,2,0
30.37,2.47,1.57,50.2,1,0,1,0,0,3,0
9.9,8.94,0.81,48.53,0,1,0,0,0,2,0
6.53,2.65,1.04,83.12,1,1,1,1,1,1,0
8.08,34.08,1.07,70.87,1,0,0,1,0,4,0
30.54,20.08,2.86,307.29,0,0,1,1,0,1,1
3.77,2.09,0.33,79.47,1,0,0,1,0,4,0
41.41,0.0,0.3,41.89,1,0,0,0,0,3,0
59.59,29.81,0.91,137.76,1,1,1,0,0,3,0
1.11,2.62,1.02,28.07,1,1,1,1,1,3,0
22.25,9.07,0.5,125.18,1,0,0,1,0,2,0
26.19,34.87,1.54,204.82,1,1,0,1,1,5,1
8.68,3.41,1.15,188.07,0,1,0,0,1,1,0
